WatchName,WatchType,Price,CreationYear,MovementID,CompanyName
Roof,Automatic,6370.000000000000,1907.000000000000,JLC 965,Maurice Lacroix
Dug,Digital,6955.000000000000,2014.000000000000,JLC 965,Audemars Piguet
Mollie,Sport,7855.000000000000,1992.000000000000,ML 159,Jaeger-LeCoultre
Microcosm,Smart,8690.000000000000,1982.000000000000,Valjoux 7750,Maurice Lacroix
Slake,Smart,2940.000000000000,1856.000000000000,ETA-2824,IWC
Artemis,Sport,940.000000000000,1924.000000000000,ML 159,Tissot
Inputting,Smart,3355.000000000000,1865.000000000000,Valjoux 7750,Tissot
Floodgate,Automatic,6930.000000000000,1972.000000000000,Calibre 5,Tissot
Irremediable,Automatic,3935.000000000000,1913.000000000000,JLC 965,Maurice Lacroix
Eugenia,Dress,1150.000000000000,1940.000000000000,Caliber 5000,IWC
Brainy,Diving,7645.000000000000,1873.000000000000,Valjoux 7750,Maurice Lacroix
Reluctant,Smart,235.000000000000,1860.000000000000,Valjoux 7750,Apple
Endogenous,Sport,6560.000000000000,1895.000000000000,JLC 965,Tag Heuer
Premium,Sport,2315.000000000000,2006.000000000000,8500,Tissot
Moonlight,Digital,7685.000000000000,1865.000000000000,Caliber 2121,Audemars Piguet
Typesetter,Dress,880.000000000000,1896.000000000000,Valjoux 7750,Tag Heuer
Daffy,Dress,5260.000000000000,1856.000000000000,Calibre 5,IWC
Canon,Automatic,2930.000000000000,1996.000000000000,Caliber 5000,Tissot
Cayuga,Automatic,7925.000000000000,1976.000000000000,8500,Omega
Prodigal,Automatic,6400.000000000000,1980.000000000000,Calibre 5,Maurice Lacroix
Religious,Smart,6595.000000000000,1956.000000000000,ML 159,Maurice Lacroix
Marrowbone,Diving,2735.000000000000,1863.000000000000,Caliber 2121,Tissot
Polka,Sport,1590.000000000000,1948.000000000000,ML 159,IWC
Heartbeat,Diving,5155.000000000000,1921.000000000000,Caliber 2121,Audemars Piguet
Citizen,Digital,1265.000000000000,1925.000000000000,Valjoux 7750,Apple
Compensable,Sport,9655.000000000000,1965.000000000000,ETA-2824,IWC
Reed,Pilot,150.000000000000,1855.000000000000,JLC 965,Zenith
Benefactor,Pilot,4915.000000000000,1958.000000000000,Caliber 5000,Maurice Lacroix
Lucian,Digital,3590.000000000000,2011.000000000000,ETA-2824,Tag Heuer
Krebs,Automatic,6585.000000000000,1961.000000000000,ETA-2824,Jaeger-LeCoultre
Triplett,Automatic,5370.000000000000,1960.000000000000,Caliber 5000,Jaeger-LeCoultre
Height,Dress,4460.000000000000,1956.000000000000,Valjoux 7750,Tag Heuer
Persevere,Dress,9010.000000000000,2000.000000000000,Valjoux 7750,Omega
Desk,Pilot,2380.000000000000,1879.000000000000,Caliber 2121,Omega
Torque,Dress,8655.000000000000,1935.000000000000,JLC 965,Tissot
Putrid,Pilot,5225.000000000000,1897.000000000000,JLC 965,Casio
Penmen,Smart,1280.000000000000,1915.000000000000,El Primero 400B,Tissot
Wynn,Smart,2015.000000000000,1929.000000000000,Caliber 5000,Casio
Resilient,Diving,1310.000000000000,1950.000000000000,El Primero 400B,Audemars Piguet
Prophet,Pilot,4360.000000000000,1914.000000000000,El Primero 400B,Casio
Despotic,Digital,7240.000000000000,1897.000000000000,Quartz,Tag Heuer
Cherish,Diving,515.000000000000,1946.000000000000,Caliber 2121,Tag Heuer
Revere,Pilot,4435.000000000000,1936.000000000000,Caliber 2121,Casio
Handicapping,Sport,3905.000000000000,1899.000000000000,Calibre 5,Apple
Shoestring,Dress,6625.000000000000,1951.000000000000,Calibre 5,Tag Heuer
Null,Pilot,6890.000000000000,1931.000000000000,ETA-2824,Apple
Visigoth,Automatic,3165.000000000000,1920.000000000000,Caliber 5000,Apple
Redpoll,Pilot,3530.000000000000,1911.000000000000,Caliber 5000,Casio
Patrician,Dress,630.000000000000,1907.000000000000,Quartz,Maurice Lacroix
Neural,Smart,1905.000000000000,1879.000000000000,El Primero 400B,Apple
Principle,Automatic,5455.000000000000,1973.000000000000,El Primero 400B,Audemars Piguet
Halloween,Automatic,470.000000000000,2009.000000000000,Caliber 5000,IWC
Autobiography,Digital,4230.000000000000,1959.000000000000,8500,Audemars Piguet
Kazoo,Dress,6730.000000000000,1893.000000000000,Valjoux 7750,Audemars Piguet
Amplitude,Automatic,95.000000000000,2000.000000000000,Caliber 2121,IWC
Riemann,Digital,8610.000000000000,1862.000000000000,El Primero 400B,Casio
Perez,Dress,9720.000000000000,1855.000000000000,El Primero 400B,Tissot
Biltmore,Dress,9715.000000000000,1893.000000000000,Calibre 5,Tissot
Secretary,Digital,895.000000000000,1962.000000000000,Valjoux 7750,Zenith
Awesome,Automatic,6985.000000000000,1911.000000000000,Calibre 5,Audemars Piguet
Updraft,Diving,130.000000000000,1996.000000000000,El Primero 400B,IWC
Gadgetry,Pilot,1100.000000000000,1854.000000000000,El Primero 400B,Zenith
Enter,Automatic,1970.000000000000,1955.000000000000,ML 159,Zenith
Afforest,Sport,5955.000000000000,1898.000000000000,ETA-2824,Casio
Sparrow,Sport,9950.000000000000,1941.000000000000,Caliber 5000,Audemars Piguet
Deliberate,Sport,3540.000000000000,1938.000000000000,JLC 965,IWC
Ingratiate,Diving,75.000000000000,2012.000000000000,JLC 965,Tissot
Knock,Sport,2950.000000000000,1994.000000000000,Calibre 5,Audemars Piguet
Whoa,Digital,2820.000000000000,1970.000000000000,Caliber 5000,Omega
Seedbed,Dress,1165.000000000000,1967.000000000000,Caliber 5000,Audemars Piguet
Bawl,Automatic,6680.000000000000,1917.000000000000,Valjoux 7750,Jaeger-LeCoultre
Odometer,Smart,7430.000000000000,1919.000000000000,Valjoux 7750,Jaeger-LeCoultre
Parasol,Digital,7825.000000000000,1926.000000000000,Valjoux 7750,Apple
First,Diving,8855.000000000000,1902.000000000000,Caliber 2121,Maurice Lacroix
Gourmet,Pilot,9160.000000000000,1964.000000000000,ML 159,Zenith
Yorktown,Dress,6175.000000000000,1979.000000000000,El Primero 400B,Zenith
Substitutionary,Automatic,5280.000000000000,1984.000000000000,ETA-2824,Casio
Cash,Sport,8965.000000000000,1914.000000000000,JLC 965,Zenith
Equinox,Digital,95.000000000000,1947.000000000000,Calibre 5,Jaeger-LeCoultre
Cuff,Digital,9470.000000000000,1974.000000000000,ETA-2824,Casio
Greer,Sport,3675.000000000000,1893.000000000000,Calibre 5,Audemars Piguet
Chang,Sport,6590.000000000000,1868.000000000000,Valjoux 7750,Casio
Cuddly,Diving,1810.000000000000,1913.000000000000,Valjoux 7750,Tag Heuer
Mouthful,Smart,8120.000000000000,1865.000000000000,ML 159,Tag Heuer
Shockley,Smart,930.000000000000,2012.000000000000,Valjoux 7750,Casio
Shun,Dress,270.000000000000,1969.000000000000,ML 159,Omega
Russ,Automatic,1590.000000000000,1892.000000000000,ML 159,Casio
Pneumatic,Sport,8770.000000000000,1999.000000000000,El Primero 400B,Audemars Piguet
Armadillo,Diving,5010.000000000000,2008.000000000000,ML 159,Audemars Piguet
Secrete,Sport,1775.000000000000,1869.000000000000,El Primero 400B,Audemars Piguet
Spear,Dress,4815.000000000000,1980.000000000000,8500,Tag Heuer
Julie,Digital,6130.000000000000,1957.000000000000,JLC 965,Apple
Dumpster,Automatic,3485.000000000000,1975.000000000000,ETA-2824,Apple
Gladden,Diving,2085.000000000000,1906.000000000000,ETA-2824,Jaeger-LeCoultre
Cherub,Dress,9250.000000000000,1991.000000000000,Quartz,Maurice Lacroix
Fife,Sport,9935.000000000000,2011.000000000000,Caliber 5000,Apple
Pollywog,Automatic,4840.000000000000,2009.000000000000,Caliber 2121,IWC
Austria,Digital,9345.000000000000,1981.000000000000,El Primero 400B,Casio
Blockage,Sport,4060.000000000000,1970.000000000000,El Primero 400B,IWC
Closet,Pilot,9360.000000000000,1891.000000000000,Caliber 2121,IWC
Circumlocution,Dress,1020.000000000000,1853.000000000000,Valjoux 7750,Maurice Lacroix
Maltreat,Pilot,3360.000000000000,1991.000000000000,ETA-2824,Maurice Lacroix
Foley,Pilot,3535.000000000000,1982.000000000000,El Primero 400B,IWC
Tackle,Sport,830.000000000000,1918.000000000000,JLC 965,Audemars Piguet
Bayberry,Pilot,50.000000000000,1863.000000000000,ML 159,Jaeger-LeCoultre
Reminiscent,Pilot,1775.000000000000,2009.000000000000,ETA-2824,Jaeger-LeCoultre
Snow,Diving,2565.000000000000,1957.000000000000,JLC 965,Jaeger-LeCoultre
Betel,Diving,7075.000000000000,1967.000000000000,JLC 965,Jaeger-LeCoultre
Paramagnet,Digital,6330.000000000000,1899.000000000000,Valjoux 7750,Tag Heuer
Changeover,Automatic,1880.000000000000,2013.000000000000,Valjoux 7750,Zenith
Gonzales,Sport,6570.000000000000,1892.000000000000,Quartz,Maurice Lacroix
Bean,Pilot,5240.000000000000,1864.000000000000,Quartz,Casio
Draco,Automatic,6800.000000000000,1929.000000000000,ETA-2824,Maurice Lacroix
Windswept,Dress,8890.000000000000,1942.000000000000,JLC 965,IWC
Enigma,Automatic,9155.000000000000,1947.000000000000,8500,Tag Heuer
Glib,Digital,8610.000000000000,1855.000000000000,Quartz,Maurice Lacroix
Road,Sport,5820.000000000000,1974.000000000000,Valjoux 7750,Audemars Piguet
Churchyard,Smart,2900.000000000000,1867.000000000000,ML 159,Omega
Astronautic,Dress,475.000000000000,1862.000000000000,JLC 965,Jaeger-LeCoultre
Staple,Pilot,6335.000000000000,1962.000000000000,Calibre 5,Tissot
Pageantry,Pilot,6290.000000000000,2007.000000000000,ML 159,IWC
Greta,Pilot,1020.000000000000,1898.000000000000,Valjoux 7750,Tissot
Ink,Automatic,3125.000000000000,1878.000000000000,JLC 965,IWC
Sawtimber,Sport,8760.000000000000,1982.000000000000,Quartz,Audemars Piguet
Orthodoxy,Automatic,730.000000000000,1928.000000000000,8500,Tag Heuer
Pique,Digital,3820.000000000000,1969.000000000000,Quartz,IWC
Compensatory,Diving,70.000000000000,2008.000000000000,Calibre 5,Omega
Pump,Automatic,9120.000000000000,1925.000000000000,El Primero 400B,Maurice Lacroix
Print,Smart,1380.000000000000,1891.000000000000,JLC 965,Zenith
Mcbride,Sport,5360.000000000000,1890.000000000000,Caliber 2121,Audemars Piguet
Scrabble,Dress,7310.000000000000,1983.000000000000,ETA-2824,Audemars Piguet
Plain,Diving,3670.000000000000,1985.000000000000,Calibre 5,Apple
Termite,Digital,140.000000000000,1966.000000000000,El Primero 400B,Casio
Bungle,Digital,8470.000000000000,2000.000000000000,El Primero 400B,Jaeger-LeCoultre
Emily,Diving,7315.000000000000,1959.000000000000,Calibre 5,Casio
Engine,Pilot,5915.000000000000,1865.000000000000,8500,Maurice Lacroix
Replicate,Sport,1775.000000000000,1998.000000000000,8500,Jaeger-LeCoultre
Audible,Sport,2330.000000000000,1890.000000000000,Calibre 5,Maurice Lacroix
Transmutation,Sport,6680.000000000000,1935.000000000000,ML 159,IWC
Brickbat,Sport,8605.000000000000,1966.000000000000,Calibre 5,Tag Heuer
Upbring,Pilot,6815.000000000000,1941.000000000000,Quartz,Omega
Place,Sport,4340.000000000000,1932.000000000000,Caliber 2121,Omega
Freeze,Smart,1000.000000000000,1866.000000000000,ETA-2824,Apple
Mayo,Smart,335.000000000000,1983.000000000000,El Primero 400B,Tag Heuer
Quail,Dress,5110.000000000000,1861.000000000000,Valjoux 7750,Omega
Dearth,Automatic,2115.000000000000,2001.000000000000,ML 159,Apple
Davit,Pilot,7440.000000000000,2018.000000000000,Quartz,Maurice Lacroix
Fruehauf,Pilot,8410.000000000000,2014.000000000000,Calibre 5,Omega
Bug,Sport,8745.000000000000,1987.000000000000,Caliber 5000,Apple
Craftsmen,Pilot,4145.000000000000,1886.000000000000,Quartz,Tag Heuer
Woodward,Digital,5850.000000000000,1949.000000000000,El Primero 400B,Maurice Lacroix
Anonymity,Pilot,9295.000000000000,1861.000000000000,Valjoux 7750,Maurice Lacroix
Impiety,Diving,7490.000000000000,1855.000000000000,Valjoux 7750,Audemars Piguet
Sodden,Pilot,5435.000000000000,1856.000000000000,Caliber 5000,Audemars Piguet
Frolicked,Sport,7520.000000000000,1923.000000000000,JLC 965,Audemars Piguet
Cherubim,Dress,1195.000000000000,1895.000000000000,ML 159,Tag Heuer
Razor,Smart,9485.000000000000,1983.000000000000,El Primero 400B,Tissot
Epitaxial,Pilot,940.000000000000,1889.000000000000,8500,Apple
Excursus,Sport,5750.000000000000,1913.000000000000,Caliber 2121,Audemars Piguet
Inclination,Pilot,4055.000000000000,1961.000000000000,ETA-2824,Maurice Lacroix
Peasant,Automatic,2170.000000000000,1901.000000000000,Caliber 2121,Apple
Unique,Smart,2305.000000000000,1960.000000000000,8500,IWC
Perfusion,Dress,6725.000000000000,1916.000000000000,JLC 965,Jaeger-LeCoultre
Tapeworm,Diving,775.000000000000,1858.000000000000,Calibre 5,Audemars Piguet
Famous,Smart,7315.000000000000,1889.000000000000,Valjoux 7750,Jaeger-LeCoultre
Define,Dress,9110.000000000000,1862.000000000000,Valjoux 7750,IWC
Nausea,Diving,3820.000000000000,1987.000000000000,Quartz,Tag Heuer
Stunk,Pilot,85.000000000000,1895.000000000000,Calibre 5,Jaeger-LeCoultre
Sworn,Automatic,3320.000000000000,1965.000000000000,Calibre 5,Apple
Increment,Diving,7320.000000000000,1919.000000000000,El Primero 400B,Casio
Valedictory,Smart,4905.000000000000,1962.000000000000,Calibre 5,IWC
Notch,Smart,2055.000000000000,1931.000000000000,ML 159,Apple
Constantine,Dress,8145.000000000000,1917.000000000000,El Primero 400B,Maurice Lacroix
Slaughterhouse,Digital,3700.000000000000,1880.000000000000,ETA-2824,Jaeger-LeCoultre
Anchorage,Pilot,225.000000000000,1913.000000000000,JLC 965,Jaeger-LeCoultre
Alberta,Dress,7990.000000000000,1926.000000000000,Caliber 5000,Apple
Peaky,Diving,6365.000000000000,1899.000000000000,JLC 965,Omega
Julio,Diving,5805.000000000000,1894.000000000000,Calibre 5,Tag Heuer
Hooves,Pilot,6110.000000000000,2005.000000000000,JLC 965,Audemars Piguet
Gould,Diving,2965.000000000000,1854.000000000000,8500,Maurice Lacroix
Physique,Smart,625.000000000000,1874.000000000000,ML 159,Maurice Lacroix
Treasonous,Smart,2065.000000000000,1875.000000000000,8500,Omega
Laidlaw,Pilot,1575.000000000000,1852.000000000000,Valjoux 7750,Maurice Lacroix
Countryman,Sport,9685.000000000000,1917.000000000000,ETA-2824,Maurice Lacroix
Meltdown,Diving,4515.000000000000,1879.000000000000,Caliber 5000,Casio
Moulton,Smart,3545.000000000000,2017.000000000000,JLC 965,Casio
Burly,Automatic,7730.000000000000,1972.000000000000,JLC 965,Audemars Piguet
Janet,Pilot,4180.000000000000,1889.000000000000,Quartz,Casio
Goa,Smart,9360.000000000000,1994.000000000000,El Primero 400B,Jaeger-LeCoultre
Taproot,Digital,1700.000000000000,1937.000000000000,8500,Omega
Ombudsperson,Digital,5055.000000000000,1902.000000000000,El Primero 400B,Apple
Laguerre,Diving,950.000000000000,1944.000000000000,ETA-2824,Jaeger-LeCoultre
Counterproposal,Digital,3455.000000000000,1999.000000000000,ETA-2824,Jaeger-LeCoultre
Dilatation,Smart,5325.000000000000,1978.000000000000,JLC 965,IWC
Lamplight,Automatic,8960.000000000000,1993.000000000000,Caliber 5000,Maurice Lacroix
Otis,Automatic,2120.000000000000,1862.000000000000,Quartz,Jaeger-LeCoultre
Concord,Pilot,2520.000000000000,1874.000000000000,8500,Omega
Assist,Diving,3900.000000000000,1887.000000000000,Calibre 5,Casio
Flycatcher,Diving,9780.000000000000,1896.000000000000,Calibre 5,Apple
Greenware,Dress,7730.000000000000,1891.000000000000,El Primero 400B,Casio
Defect,Sport,7965.000000000000,1985.000000000000,JLC 965,Audemars Piguet
Wasn't,Diving,5395.000000000000,1901.000000000000,Caliber 5000,Jaeger-LeCoultre
Simile,Automatic,4185.000000000000,1978.000000000000,Caliber 5000,Tag Heuer
Arhat,Pilot,880.000000000000,1889.000000000000,Quartz,Tissot
Alimony,Pilot,6500.000000000000,2016.000000000000,El Primero 400B,Maurice Lacroix
Hibernia,Digital,9035.000000000000,1896.000000000000,ETA-2824,Omega
Trastevere,Digital,3920.000000000000,1979.000000000000,ETA-2824,Jaeger-LeCoultre
Silverware,Digital,6235.000000000000,1876.000000000000,Calibre 5,Maurice Lacroix
Sand,Sport,1230.000000000000,1965.000000000000,Caliber 2121,Omega
Sudorific,Diving,1915.000000000000,1864.000000000000,8500,Audemars Piguet
Cater,Sport,5345.000000000000,1970.000000000000,Caliber 5000,Apple
Lenten,Sport,5675.000000000000,1983.000000000000,Caliber 5000,Jaeger-LeCoultre
Enrollee,Automatic,1155.000000000000,1879.000000000000,ML 159,Tag Heuer
Leper,Sport,9600.000000000000,1922.000000000000,Calibre 5,Casio
Crawlspace,Dress,8285.000000000000,1966.000000000000,Caliber 5000,Audemars Piguet
Casino,Diving,9435.000000000000,2015.000000000000,Valjoux 7750,Apple
Egg,Sport,3825.000000000000,1908.000000000000,ML 159,Tissot
Lonesome,Sport,1360.000000000000,2008.000000000000,El Primero 400B,Jaeger-LeCoultre
Forfeiture,Diving,3135.000000000000,1948.000000000000,Caliber 5000,Tissot
Paymaster,Smart,3175.000000000000,1913.000000000000,Quartz,IWC
Fly,Pilot,4885.000000000000,1923.000000000000,JLC 965,Jaeger-LeCoultre
Nawab,Dress,335.000000000000,1905.000000000000,JLC 965,Zenith
Benedict,Dress,7495.000000000000,1973.000000000000,Caliber 2121,Jaeger-LeCoultre
Stream,Sport,7675.000000000000,1858.000000000000,JLC 965,Tissot
Hessian,Dress,1235.000000000000,1912.000000000000,El Primero 400B,Tissot
Pontiff,Dress,8790.000000000000,1873.000000000000,Valjoux 7750,Casio
Berkelium,Dress,620.000000000000,1897.000000000000,ML 159,Tissot
Azores,Smart,9285.000000000000,1927.000000000000,Valjoux 7750,Maurice Lacroix
Mourn,Automatic,2660.000000000000,1862.000000000000,El Primero 400B,Tag Heuer
Reflexive,Diving,6790.000000000000,2012.000000000000,Valjoux 7750,Apple
Materiel,Smart,2470.000000000000,1990.000000000000,Quartz,Apple
Oviparous,Digital,6420.000000000000,1920.000000000000,Valjoux 7750,Tissot
Hunk,Pilot,9100.000000000000,1944.000000000000,ML 159,Omega
Sawmill,Automatic,5865.000000000000,1873.000000000000,ETA-2824,Audemars Piguet
Structure,Pilot,5155.000000000000,1992.000000000000,ML 159,IWC
Exploratory,Sport,1355.000000000000,1957.000000000000,Caliber 2121,Jaeger-LeCoultre
Quite,Dress,2045.000000000000,1892.000000000000,Caliber 2121,Audemars Piguet
Holly,Pilot,8415.000000000000,1977.000000000000,ML 159,Audemars Piguet
Glutinous,Digital,675.000000000000,1962.000000000000,El Primero 400B,Tag Heuer
Gabon,Smart,6195.000000000000,1975.000000000000,Calibre 5,Casio
Turret,Smart,125.000000000000,1960.000000000000,8500,Tag Heuer
Lovelace,Automatic,2770.000000000000,2006.000000000000,Caliber 5000,Tissot
Imprison,Diving,1565.000000000000,1863.000000000000,Caliber 2121,Omega
Glottal,Dress,3750.000000000000,1931.000000000000,JLC 965,Zenith
Seattle,Digital,150.000000000000,1858.000000000000,ML 159,Audemars Piguet
Body,Smart,1995.000000000000,1921.000000000000,JLC 965,Maurice Lacroix
Waxwork,Dress,5530.000000000000,2005.000000000000,Caliber 5000,Maurice Lacroix
Socioeconomic,Dress,1280.000000000000,1904.000000000000,8500,Casio
Meat,Diving,8765.000000000000,1856.000000000000,Calibre 5,Audemars Piguet
Autosuggestible,Smart,7500.000000000000,1993.000000000000,JLC 965,Maurice Lacroix
Root,Smart,1935.000000000000,1891.000000000000,Valjoux 7750,Casio
Several,Sport,5490.000000000000,1903.000000000000,ETA-2824,Omega
Alabaster,Smart,6780.000000000000,1997.000000000000,8500,Omega
Cookery,Diving,2910.000000000000,2013.000000000000,El Primero 400B,Casio
Humility,Sport,5905.000000000000,1924.000000000000,Caliber 5000,Jaeger-LeCoultre
Smudgy,Dress,4995.000000000000,2016.000000000000,ETA-2824,Zenith
Penultimate,Diving,8365.000000000000,1888.000000000000,Caliber 5000,IWC
Duma,Automatic,4090.000000000000,1905.000000000000,Valjoux 7750,Zenith
Strung,Sport,8255.000000000000,1878.000000000000,Quartz,Audemars Piguet
Minnow,Pilot,2115.000000000000,1852.000000000000,8500,Jaeger-LeCoultre
Chromic,Automatic,1120.000000000000,1907.000000000000,ML 159,Omega
Methodic,Diving,6770.000000000000,1903.000000000000,JLC 965,Tag Heuer
Knurl,Sport,3920.000000000000,1989.000000000000,El Primero 400B,Casio
Anaplasmosis,Dress,8330.000000000000,2016.000000000000,Quartz,Apple
Malcontent,Smart,6305.000000000000,1851.000000000000,Calibre 5,Maurice Lacroix
Under,Digital,2885.000000000000,1973.000000000000,El Primero 400B,Omega
On,Pilot,8015.000000000000,1983.000000000000,Caliber 5000,IWC
Impresario,Diving,3685.000000000000,1957.000000000000,ML 159,Casio
Deltoid,Dress,780.000000000000,2000.000000000000,ML 159,Tissot
Flatus,Sport,6335.000000000000,2011.000000000000,ETA-2824,IWC
Allyl,Diving,6610.000000000000,1895.000000000000,El Primero 400B,Omega
Equitable,Digital,2350.000000000000,2013.000000000000,JLC 965,Tissot
Whomsoever,Sport,1585.000000000000,1867.000000000000,El Primero 400B,Casio
Ectopic,Smart,8825.000000000000,1946.000000000000,Calibre 5,Maurice Lacroix
Israelite,Automatic,1515.000000000000,1991.000000000000,Caliber 5000,Zenith
Fissure,Dress,6305.000000000000,2000.000000000000,El Primero 400B,Maurice Lacroix
Variate,Smart,1090.000000000000,1937.000000000000,Caliber 2121,IWC
Incorporate,Automatic,6070.000000000000,1854.000000000000,Caliber 5000,Maurice Lacroix
Sherlock,Digital,2035.000000000000,1996.000000000000,JLC 965,IWC
Linden,Digital,505.000000000000,1985.000000000000,Caliber 5000,Jaeger-LeCoultre
Watershed,Sport,3980.000000000000,1909.000000000000,Caliber 2121,Audemars Piguet
Format,Smart,7615.000000000000,1902.000000000000,JLC 965,IWC
Gravestone,Smart,7270.000000000000,1976.000000000000,Caliber 5000,Omega
Nne,Digital,50.000000000000,1930.000000000000,Valjoux 7750,Jaeger-LeCoultre
Vinson,Digital,2585.000000000000,1899.000000000000,El Primero 400B,Tag Heuer
Infernal,Dress,8320.000000000000,1995.000000000000,Caliber 2121,IWC
Grater,Sport,2300.000000000000,1979.000000000000,Caliber 2121,Tissot
Touchy,Automatic,6325.000000000000,1924.000000000000,8500,Maurice Lacroix
Lossy,Sport,9765.000000000000,2011.000000000000,El Primero 400B,IWC
Vigilante,Diving,7975.000000000000,1966.000000000000,Quartz,Zenith
Scuttle,Dress,5365.000000000000,1903.000000000000,Quartz,Audemars Piguet
Barney,Pilot,6360.000000000000,1916.000000000000,Calibre 5,Omega
Parboil,Smart,3110.000000000000,1998.000000000000,ETA-2824,Jaeger-LeCoultre
Michelson,Sport,8960.000000000000,1976.000000000000,ETA-2824,IWC
Wayward,Sport,8405.000000000000,1997.000000000000,Calibre 5,Tissot
Ethernet,Sport,4435.000000000000,1952.000000000000,Caliber 2121,IWC
Gourd,Pilot,1310.000000000000,1856.000000000000,Calibre 5,IWC
Spunky,Diving,5075.000000000000,1916.000000000000,ML 159,Audemars Piguet
Devonshire,Digital,6360.000000000000,1955.000000000000,Caliber 2121,Apple
Panhandle,Automatic,6125.000000000000,1936.000000000000,8500,Omega
Slimy,Smart,3570.000000000000,2008.000000000000,ML 159,Jaeger-LeCoultre
Supply,Digital,8440.000000000000,1982.000000000000,ETA-2824,Zenith
Brothel,Automatic,4675.000000000000,1941.000000000000,ML 159,Audemars Piguet
Scrawl,Dress,3005.000000000000,1983.000000000000,Caliber 2121,Jaeger-LeCoultre
Dilution,Digital,3745.000000000000,1972.000000000000,Calibre 5,Tissot
Abelson,Dress,4175.000000000000,1959.000000000000,Caliber 5000,Audemars Piguet
Sidewise,Digital,2510.000000000000,1862.000000000000,El Primero 400B,Omega
Comet,Smart,5865.000000000000,1920.000000000000,Quartz,Apple
Tinsel,Pilot,3460.000000000000,1954.000000000000,8500,IWC
Brahms,Diving,3285.000000000000,1898.000000000000,Quartz,Audemars Piguet
Trichinella,Pilot,7000.000000000000,1964.000000000000,ML 159,Apple
Select,Sport,5970.000000000000,1853.000000000000,Valjoux 7750,Jaeger-LeCoultre
Crewcut,Dress,6740.000000000000,1882.000000000000,Calibre 5,Zenith
Hernandez,Diving,4035.000000000000,1925.000000000000,Caliber 2121,Casio
Lakeside,Smart,6585.000000000000,1868.000000000000,Calibre 5,Omega
Lucifer,Diving,3955.000000000000,1888.000000000000,Calibre 5,Tag Heuer
River,Pilot,6920.000000000000,1962.000000000000,Caliber 2121,Maurice Lacroix
Derange,Sport,4320.000000000000,1921.000000000000,ML 159,Apple
Eat,Diving,1955.000000000000,1945.000000000000,El Primero 400B,Omega
Protectorate,Sport,1065.000000000000,1977.000000000000,ETA-2824,Tissot
Tribesmen,Sport,1040.000000000000,1990.000000000000,ETA-2824,IWC
Askew,Sport,5855.000000000000,1911.000000000000,JLC 965,Casio
Spatial,Diving,1495.000000000000,1875.000000000000,ML 159,Tissot
Strident,Diving,3690.000000000000,1870.000000000000,ML 159,Audemars Piguet
Corridor,Smart,2510.000000000000,1980.000000000000,JLC 965,Audemars Piguet
Flamboyant,Smart,825.000000000000,1921.000000000000,El Primero 400B,Tissot
Pancreas,Dress,5995.000000000000,1861.000000000000,Valjoux 7750,Omega
Quicksilver,Dress,7460.000000000000,2008.000000000000,JLC 965,Jaeger-LeCoultre
Gladiator,Dress,9650.000000000000,1940.000000000000,El Primero 400B,Tissot
Dissertation,Pilot,7660.000000000000,1948.000000000000,Calibre 5,Casio
Connie,Automatic,1935.000000000000,1962.000000000000,ETA-2824,Maurice Lacroix
Neal,Digital,2410.000000000000,1978.000000000000,ETA-2824,Audemars Piguet
Pseudonym,Smart,2180.000000000000,1920.000000000000,Valjoux 7750,Tissot
Science,Sport,560.000000000000,1930.000000000000,8500,IWC
Anastomotic,Diving,6105.000000000000,1931.000000000000,Valjoux 7750,Zenith
Alicia,Diving,5770.000000000000,1916.000000000000,Valjoux 7750,Jaeger-LeCoultre
Landfill,Diving,2745.000000000000,1860.000000000000,JLC 965,Apple
Adverbial,Diving,2765.000000000000,1917.000000000000,ML 159,Tissot
Gaunt,Diving,2095.000000000000,1896.000000000000,Caliber 2121,Tissot
Confessor,Diving,1280.000000000000,1864.000000000000,ETA-2824,IWC
Particular,Smart,7335.000000000000,1935.000000000000,ML 159,Casio
Stress,Smart,3450.000000000000,1974.000000000000,El Primero 400B,Casio
Bacchanalian,Digital,6340.000000000000,1895.000000000000,Valjoux 7750,Casio
Barn,Automatic,8870.000000000000,1983.000000000000,Calibre 5,Tissot
Rectify,Smart,3015.000000000000,2003.000000000000,JLC 965,Jaeger-LeCoultre
Whereby,Smart,1245.000000000000,1916.000000000000,ML 159,Zenith
Gristmill,Automatic,5915.000000000000,2006.000000000000,Caliber 2121,Apple
Atrocious,Diving,7695.000000000000,1997.000000000000,Calibre 5,Omega
Encyclopedic,Dress,9705.000000000000,1973.000000000000,El Primero 400B,Zenith
Anatomy,Diving,7030.000000000000,1936.000000000000,Caliber 5000,Tag Heuer
Tread,Pilot,8490.000000000000,1858.000000000000,JLC 965,Audemars Piguet
Brain,Digital,1075.000000000000,1976.000000000000,Calibre 5,Zenith
Embodiment,Smart,1325.000000000000,1915.000000000000,8500,Zenith
Predatory,Smart,4100.000000000000,1973.000000000000,ETA-2824,Audemars Piguet
Breeze,Pilot,50.000000000000,1908.000000000000,ML 159,Jaeger-LeCoultre
Honoraria,Automatic,5915.000000000000,2015.000000000000,JLC 965,Jaeger-LeCoultre
Mink,Digital,5680.000000000000,1892.000000000000,ETA-2824,Casio
Cameroun,Dress,3625.000000000000,1970.000000000000,JLC 965,Audemars Piguet
